sequence,date,point_type,event,engine_equity,cash,positions_value,spx_close,spx_benchmark_equity,daily_return_pct,spx_day_return_pct,drawdown_pct,exposure_pct,open_positions_count,pending_orders_count,market_gate_state,spx_regime,settlement_delta_from_last_regular_eod
143,2022-01-03,REGULAR_EOD,EOD_MARK_TO_MARKET,106153.35,33851.34,72302.0,4796.56,112928.257962,1.1363,0.6374,12.046,68.11,3,2,ALLOW,UPTREND,
144,2022-01-04,REGULAR_EOD,EOD_MARK_TO_MARKET,107424.67,33851.34,73573.33,4793.54,112857.156311,1.1976,-0.063,10.9926,68.49,3,0,ALLOW,UPTREND,
145,2022-01-05,REGULAR_EOD,EOD_MARK_TO_MARKET,105431.31,33851.34,71579.97,4700.58,110668.543876,-1.8556,-1.9393,12.6442,67.89,3,0,ALLOW,UPTREND,
146,2022-01-06,REGULAR_EOD,EOD_MARK_TO_MARKET,105479.92,33851.34,71628.57,4696.05,110561.891398,0.0461,-0.0964,12.604,67.91,3,2,ALLOW,UPTREND,
147,2022-01-07,REGULAR_EOD,EOD_MARK_TO_MARKET,105511.15,51292.47,54218.68,4677.03,110114.092253,0.0296,-0.405,12.5781,51.39,2,2,RISK_OFF,UPTREND,
148,2022-01-10,REGULAR_EOD,EOD_MARK_TO_MARKET,105635.52,51292.47,54343.04,4670.29,109955.408434,0.1179,-0.1441,12.475,51.44,2,1,RISK_OFF,UPTREND,
149,2022-01-11,REGULAR_EOD,EOD_MARK_TO_MARKET,106656.91,51292.47,55364.44,4713.07,110962.603356,0.9669,0.916,11.6288,51.91,2,1,ALLOW,UPTREND,
150,2022-01-12,REGULAR_EOD,EOD_MARK_TO_MARKET,106205.91,51292.47,54913.44,4726.35,111275.262276,-0.4228,0.2818,12.0024,51.7,2,1,ALLOW,UPTREND,
151,2022-01-13,REGULAR_EOD,EOD_MARK_TO_MARKET,104675.99,51292.47,53383.52,4659.03,109690.307574,-1.4405,-1.4244,13.2701,51.0,2,1,RISK_OFF,UPTREND,
152,2022-01-14,REGULAR_EOD,EOD_MARK_TO_MARKET,105248.28,67726.93,37521.34,4662.85,109780.2441,0.5467,0.082,12.7959,35.65,1,1,RISK_OFF,UPTREND,
153,2022-01-18,REGULAR_EOD,EOD_MARK_TO_MARKET,104476.75,67726.93,36749.82,4577.11,107761.616409,-0.7331,-1.8388,13.4351,35.18,1,0,RISK_OFF,UPTREND,
154,2022-01-19,REGULAR_EOD,EOD_MARK_TO_MARKET,103452.97,85581.01,17871.95,4532.76,106717.458045,-0.9799,-0.969,14.2834,17.28,1,1,RISK_OFF,UPTREND,
155,2022-01-20,REGULAR_EOD,EOD_MARK_TO_MARKET,103213.7,85581.01,17632.69,4482.73,105539.572072,-0.2313,-1.1037,14.4816,17.08,1,1,RISK_OFF,UPTREND,
156,2022-01-21,REGULAR_EOD,EOD_MARK_TO_MARKET,102603.32,85581.01,17022.31,4397.94,103543.310794,-0.5914,-1.8915,14.9874,16.59,1,1,RISK_OFF,UPTREND,
157,2022-01-24,REGULAR_EOD,EOD_MARK_TO_MARKET,102957.03,102957.03,0.0,4410.13,103830.307197,0.3447,0.2772,14.6943,0.0,0,1,RISK_OFF,SIDEWAYS,
158,2022-01-25,REGULAR_EOD,EOD_MARK_TO_MARKET,102926.18,72069.92,30856.25,4356.45,102566.487108,-0.03,-1.2172,14.7199,29.98,3,3,RISK_OFF,SIDEWAYS,
159,2022-01-26,REGULAR_EOD,EOD_MARK_TO_MARKET,103227.13,72069.92,31157.21,4349.93,102412.982879,0.2924,-0.1497,14.4705,30.18,3,0,RISK_OFF,SIDEWAYS,
160,2022-01-27,REGULAR_EOD,EOD_MARK_TO_MARKET,102709.7,72069.92,30639.78,4326.51,101861.591924,-0.5013,-0.5384,14.8992,29.83,3,0,RISK_OFF,SIDEWAYS,
161,2022-01-28,REGULAR_EOD,EOD_MARK_TO_MARKET,102987.6,72069.92,30917.68,4431.85,104341.674044,0.2706,2.4348,14.669,30.02,3,0,RISK_OFF,SIDEWAYS,
162,2022-01-31,REGULAR_EOD,EOD_MARK_TO_MARKET,102553.18,72069.92,30483.25,4515.55,106312.272804,-0.4218,1.8886,15.0289,29.72,3,0,RISK_OFF,SIDEWAYS,
163,2022-02-01,REGULAR_EOD,EOD_MARK_TO_MARKET,103162.6,72069.92,31092.67,4546.54,107041.888761,0.5942,0.6863,14.524,30.14,3,0,RISK_OFF,SIDEWAYS,
164,2022-02-02,REGULAR_EOD,EOD_MARK_TO_MARKET,104822.26,72069.92,32752.33,4589.38,108050.496299,1.6088,0.9423,13.1489,31.25,3,0,RISK_OFF,SIDEWAYS,
165,2022-02-03,REGULAR_EOD,EOD_MARK_TO_MARKET,104816.18,72069.92,32746.25,4477.44,105415.026463,-0.0058,-2.4391,13.1539,31.24,3,0,RISK_OFF,SIDEWAYS,
166,2022-02-04,REGULAR_EOD,EOD_MARK_TO_MARKET,105173.49,72069.92,33103.57,4500.53,105958.648033,0.3409,0.5157,12.8579,31.48,3,0,RISK_OFF,SIDEWAYS,
167,2022-02-07,REGULAR_EOD,EOD_MARK_TO_MARKET,105954.91,72069.92,33884.98,4483.87,105566.411768,0.743,-0.3702,12.2104,31.98,3,0,RISK_OFF,UPTREND,
168,2022-02-08,REGULAR_EOD,EOD_MARK_TO_MARKET,105659.05,105659.05,0.0,4521.54,106453.298928,-0.2792,0.8401,12.4555,0.0,0,3,RISK_OFF,UPTREND,
169,2022-02-09,REGULAR_EOD,EOD_MARK_TO_MARKET,105659.05,105659.05,0.0,4587.18,107998.700394,-0.0,1.4517,12.4555,0.0,0,0,RISK_OFF,UPTREND,
170,2022-02-10,REGULAR_EOD,EOD_MARK_TO_MARKET,105659.05,105659.05,0.0,4504.08,106042.227789,-0.0,-1.8116,12.4555,0.0,0,0,RISK_OFF,UPTREND,
171,2022-02-11,REGULAR_EOD,EOD_MARK_TO_MARKET,105659.05,105659.05,0.0,4418.64,104030.663176,-0.0,-1.8969,12.4555,0.0,0,0,RISK_OFF,UPTREND,
172,2022-02-14,REGULAR_EOD,EOD_MARK_TO_MARKET,105659.05,105659.05,0.0,4401.67,103631.128397,-0.0,-0.3841,12.4555,0.0,0,0,RISK_OFF,SIDEWAYS,
173,2022-02-15,REGULAR_EOD,EOD_MARK_TO_MARKET,105627.38,73961.33,31666.05,4471.07,105265.053774,-0.03,1.5767,12.4818,29.98,3,3,RISK_OFF,SIDEWAYS,
174,2022-02-16,REGULAR_EOD,EOD_MARK_TO_MARKET,105957.46,73961.33,31996.13,4475.01,105357.815531,0.3125,0.0881,12.2083,30.2,3,0,RISK_OFF,SIDEWAYS,
175,2022-02-17,REGULAR_EOD,EOD_MARK_TO_MARKET,105929.66,73961.33,31968.33,4380.26,103127.060064,-0.0262,-2.1173,12.2313,30.18,3,0,RISK_OFF,SIDEWAYS,
176,2022-02-18,REGULAR_EOD,EOD_MARK_TO_MARKET,105158.54,73961.33,31197.21,4348.87,102388.02667,-0.728,-0.7166,12.8702,29.67,3,0,RISK_OFF,SIDEWAYS,
177,2022-02-22,REGULAR_EOD,EOD_MARK_TO_MARKET,104593.42,73961.33,30632.09,4304.76,101349.518769,-0.5374,-1.0143,13.3385,29.29,3,0,RISK_OFF,SIDEWAYS,
178,2022-02-23,REGULAR_EOD,EOD_MARK_TO_MARKET,103957.88,73961.33,29996.55,4225.5,99483.453563,-0.6076,-1.8412,13.8651,28.85,3,0,RISK_OFF,SIDEWAYS,
179,2022-02-24,REGULAR_EOD,EOD_MARK_TO_MARKET,104289.12,73961.33,30327.79,4288.7,100971.40866,0.3186,1.4957,13.5906,29.08,3,0,RISK_OFF,SIDEWAYS,
180,2022-02-25,REGULAR_EOD,EOD_MARK_TO_MARKET,105397.78,73961.33,31436.44,4384.65,103230.416439,1.0631,2.2373,12.672,29.83,3,0,RISK_OFF,SIDEWAYS,
181,2022-02-28,REGULAR_EOD,EOD_MARK_TO_MARKET,105801.03,73961.33,31839.69,4373.94,102978.264555,0.3826,-0.2443,12.3379,30.09,3,0,RISK_OFF,SIDEWAYS,
182,2022-03-01,REGULAR_EOD,EOD_MARK_TO_MARKET,105341.07,73961.33,31379.74,4306.26,101384.834159,-0.4347,-1.5474,12.719,29.79,3,0,RISK_OFF,SIDEWAYS,
183,2022-03-02,REGULAR_EOD,EOD_MARK_TO_MARKET,106353.84,78949.41,27404.43,4386.54,103274.91383,0.9614,1.8643,11.8799,25.77,3,1,RISK_OFF,SIDEWAYS,
184,2022-03-03,REGULAR_EOD,EOD_MARK_TO_MARKET,106263.27,78949.41,27313.86,4363.49,102732.234004,-0.0852,-0.5255,11.9549,25.7,3,0,RISK_OFF,SIDEWAYS,
185,2022-03-04,REGULAR_EOD,EOD_MARK_TO_MARKET,106624.33,78949.41,27674.92,4328.87,101917.154804,0.3398,-0.7934,11.6558,25.96,3,0,RISK_OFF,SIDEWAYS,
186,2022-03-07,REGULAR_EOD,EOD_MARK_TO_MARKET,107295.39,78949.41,28345.98,4201.09,98908.75445,0.6294,-2.9518,11.0997,26.42,3,0,RISK_OFF,SIDEWAYS,
187,2022-03-08,REGULAR_EOD,EOD_MARK_TO_MARKET,107170.41,78949.41,28221.0,4170.7,98193.264649,-0.1165,-0.7234,11.2033,26.33,3,1,RISK_OFF,SIDEWAYS,
188,2022-03-09,REGULAR_EOD,EOD_MARK_TO_MARKET,106572.75,78949.41,27623.34,4277.88,100716.666981,-0.5577,2.5698,11.6985,25.92,3,1,RISK_OFF,SIDEWAYS,
189,2022-03-10,REGULAR_EOD,EOD_MARK_TO_MARKET,108119.73,78949.41,29170.32,4259.52,100284.406607,1.4516,-0.4292,10.4167,26.98,3,1,RISK_OFF,SIDEWAYS,
190,2022-03-11,REGULAR_EOD,EOD_MARK_TO_MARKET,107544.3,78949.41,28594.89,4204.31,98984.56482,-0.5322,-1.2962,10.8935,26.59,3,1,RISK_OFF,SIDEWAYS,
191,2022-03-14,REGULAR_EOD,EOD_MARK_TO_MARKET,106896.08,78949.41,27946.67,4173.11,98250.004709,-0.6027,-0.7421,11.4306,26.14,3,1,RISK_OFF,SIDEWAYS,
192,2022-03-15,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4262.45,100353.389336,-0.1209,2.1409,11.5377,0.0,0,3,RISK_OFF,SIDEWAYS,
193,2022-03-16,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4357.86,102599.683574,0.0,2.2384,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
194,2022-03-17,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4411.67,103866.564331,0.0,1.2348,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
195,2022-03-18,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4463.12,105077.882207,0.0,1.1662,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
196,2022-03-21,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4461.18,105032.207636,0.0,-0.0435,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
197,2022-03-22,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4511.61,106219.511047,0.0,1.1304,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
198,2022-03-23,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4456.24,104915.902285,0.0,-1.2273,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
199,2022-03-24,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4520.16,106420.80877,0.0,1.4344,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
200,2022-03-25,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4543.06,106959.957056,0.0,0.5066,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
201,2022-03-28,REGULAR_EOD,EOD_MARK_TO_MARKET,106766.86,106766.86,0.0,4575.52,107724.182096,0.0,0.7145,11.5377,0.0,0,0,RISK_OFF,SIDEWAYS,
202,2022-03-29,REGULAR_EOD,EOD_MARK_TO_MARKET,106734.86,74736.8,31998.06,4631.6,109044.506809,-0.03,1.2257,11.5642,29.98,3,3,RISK_OFF,SIDEWAYS,
203,2022-03-30,REGULAR_EOD,EOD_MARK_TO_MARKET,107091.71,74736.8,32354.91,4602.45,108358.211064,0.3343,-0.6294,11.2685,30.21,3,0,RISK_OFF,SIDEWAYS,
204,2022-03-31,REGULAR_EOD,EOD_MARK_TO_MARKET,107190.19,74736.8,32453.38,4530.41,106662.130601,0.092,-1.5653,11.1869,30.28,3,0,RISK_OFF,SIDEWAYS,
205,2022-04-01,REGULAR_EOD,EOD_MARK_TO_MARKET,107852.94,74736.8,33116.14,4545.86,107025.879118,0.6183,0.341,10.6378,30.7,3,0,RISK_OFF,SIDEWAYS,
206,2022-04-04,REGULAR_EOD,EOD_MARK_TO_MARKET,108081.68,74736.8,33344.88,4582.64,107891.81248,0.2121,0.8091,10.4483,30.85,3,0,RISK_OFF,SIDEWAYS,
207,2022-04-05,REGULAR_EOD,EOD_MARK_TO_MARKET,107776.26,74736.8,33039.45,4525.12,106537.584992,-0.2826,-1.2552,10.7013,30.66,3,0,RISK_OFF,SIDEWAYS,
208,2022-04-06,REGULAR_EOD,EOD_MARK_TO_MARKET,108427.78,74736.8,33690.97,4481.15,105502.373194,0.6045,-0.9717,10.1615,31.07,3,0,ALLOW,SIDEWAYS,
209,2022-04-07,REGULAR_EOD,EOD_MARK_TO_MARKET,108802.78,74736.8,34065.98,4500.21,105951.114083,0.3459,0.4253,9.8508,31.31,3,0,ALLOW,SIDEWAYS,
210,2022-04-08,REGULAR_EOD,EOD_MARK_TO_MARKET,110581.65,74736.8,35844.85,4488.28,105670.239015,1.635,-0.2651,8.3769,32.41,3,0,RISK_OFF,SIDEWAYS,
211,2022-04-11,REGULAR_EOD,EOD_MARK_TO_MARKET,110130.91,74736.8,35394.11,4412.53,103886.811821,-0.4076,-1.6877,8.7504,32.14,3,0,RISK_OFF,SIDEWAYS,
212,2022-04-12,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4397.45,103531.774434,0.676,-0.3417,8.1335,0.0,0,3,RISK_OFF,SIDEWAYS,
213,2022-04-13,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4446.59,104688.706609,0.0,1.1175,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
214,2022-04-14,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4392.59,103417.35257,0.0,-1.2144,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
215,2022-04-18,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4391.69,103396.163336,0.0,-0.0205,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
216,2022-04-19,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4462.21,105056.457537,0.0,1.6058,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
217,2022-04-20,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4459.45,104991.477219,0.0,-0.0618,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
218,2022-04-21,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4393.66,103442.544215,0.0,-1.4753,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
219,2022-04-22,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4271.78,100573.051061,0.0,-2.774,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
220,2022-04-25,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4296.12,101146.102123,0.0,0.5698,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
221,2022-04-26,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4175.2,98299.210819,0.0,-2.8146,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
222,2022-04-27,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4183.96,98505.452696,0.0,0.2098,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
223,2022-04-28,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4287.5,100943.156348,0.0,2.4747,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
224,2022-04-29,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4131.93,97280.479536,0.0,-3.6285,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
225,2022-05-02,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4155.38,97832.576799,0.0,0.5675,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
226,2022-05-03,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4175.48,98305.803025,0.0,0.4837,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
227,2022-05-04,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4300.17,101241.453676,0.0,2.9862,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
228,2022-05-05,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4146.87,97632.22082,0.0,-3.565,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
229,2022-05-06,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4123.34,97078.240069,0.0,-0.5674,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
230,2022-05-09,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3991.24,93968.131392,0.0,-3.2037,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
231,2022-05-10,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4001.05,94199.094043,0.0,0.2458,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
232,2022-05-11,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3935.18,92648.277551,0.0,-1.6463,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
233,2022-05-12,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3930.08,92528.205225,0.0,-0.1296,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
234,2022-05-13,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4023.89,94736.829714,0.0,2.387,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
235,2022-05-16,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4008.01,94362.957452,0.0,-0.3946,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
236,2022-05-17,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4088.85,96266.221536,0.0,2.017,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
237,2022-05-18,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3923.68,92377.526228,0.0,-4.0395,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
238,2022-05-19,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3900.79,91838.613377,0.0,-0.5834,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
239,2022-05-20,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3901.36,91852.033225,0.0,0.0146,8.1335,0.0,0,0,RISK_OFF,SIDEWAYS,
240,2022-05-23,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3973.75,93556.353945,0.0,1.8555,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
241,2022-05-24,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3941.48,92796.602189,0.0,-0.8121,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
242,2022-05-25,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3978.73,93673.60104,0.0,0.9451,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
243,2022-05-26,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4057.84,95536.134707,0.0,1.9883,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
244,2022-05-27,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4158.24,97899.911476,0.0,2.4742,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
245,2022-05-31,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4132.15,97285.659126,0.0,-0.6274,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
246,2022-06-01,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4101.23,96557.691221,0.0,-0.7483,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
247,2022-06-02,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4176.82,98337.35144,0.0,1.8431,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
248,2022-06-03,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4108.54,96729.794888,0.0,-1.6347,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
249,2022-06-06,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4121.43,97033.271806,0.0,0.3137,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
250,2022-06-07,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4160.68,97957.357844,0.0,0.9523,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
251,2022-06-08,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4115.77,96900.015068,0.0,-1.0794,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
252,2022-06-09,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,4017.82,94593.920102,0.0,-2.3799,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
253,2022-06-10,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3900.86,91840.261428,0.0,-2.911,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
254,2022-06-13,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3749.63,88279.763811,0.0,-3.8768,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
255,2022-06-14,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3735.48,87946.621965,0.0,-0.3774,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
256,2022-06-15,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3789.99,89229.983237,0.0,1.4593,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
257,2022-06-16,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3666.77,86328.941668,0.0,-3.2512,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
258,2022-06-17,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3674.84,86518.938466,0.0,0.2201,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
259,2022-06-21,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3764.79,88636.684685,0.0,2.4477,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
260,2022-06-22,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3759.89,88521.321078,0.0,-0.1302,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
261,2022-06-23,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3795.73,89365.123463,0.0,0.9532,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
262,2022-06-24,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3911.74,92096.415723,0.0,3.0563,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
263,2022-06-27,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3900.11,91822.603733,0.0,-0.2973,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
264,2022-06-28,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3821.55,89973.019042,0.0,-2.0143,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
265,2022-06-29,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3818.83,89908.980468,0.0,-0.0712,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
266,2022-06-30,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3785.38,89121.447272,0.0,-0.8759,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
267,2022-07-01,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3825.33,90062.013825,0.0,1.0554,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
268,2022-07-05,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3831.39,90204.688,0.0,0.1584,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
269,2022-07-06,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3845.08,90526.999793,0.0,0.3573,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
270,2022-07-07,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3902.62,91881.698152,0.0,1.4965,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
271,2022-07-08,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3899.38,91805.41691,0.0,-0.083,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
272,2022-07-11,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3854.43,90747.13239,0.0,-1.1527,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
273,2022-07-12,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3818.8,89908.27416,0.0,-0.9244,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
274,2022-07-13,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3801.78,89507.562202,0.0,-0.4457,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
275,2022-07-14,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3790.38,89239.165238,0.0,-0.2999,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
276,2022-07-15,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3863.16,90952.66796,0.0,1.9201,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
277,2022-07-18,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3830.85,90191.97446,0.0,-0.8364,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
278,2022-07-19,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3936.69,92683.828377,0.0,2.7628,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
279,2022-07-20,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3959.9,93230.275178,0.0,0.5896,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
280,2022-07-21,REGULAR_EOD,EOD_MARK_TO_MARKET,110875.35,110875.35,0.0,3998.95,94149.652497,0.0,0.9861,8.1335,0.0,0,0,RISK_OFF,DOWNTREND,
